Filename,a_Good,b_Moderate,c_Unhealthy_for_Sensitive_Groups,d_Unhealthy,e_Very_Unhealthy,f_Severe
TN_UnFSG_2023-03-02-08.30-2-121.jpg,-0.006748393,-0.0029491857,0.008446813,-0.003991917,0.028772905,1.006009
TN_UnFSG_2023-03-02-08.30-2-126.jpg,-0.0064848363,-0.0030997805,0.006619215,0.014847979,-0.001544714,0.9833067
TN_UnFSG_2023-03-02-08.30-2-156.jpg,8.380413e-05,0.0012915805,0.98586833,0.004526153,0.008074082,-0.00028695166
TN_UnFSG_2023-03-02-08.30-2-171.jpg,-0.005048398,-0.0021247678,0.0038698614,0.015539214,0.0072838813,0.9835135
TN_UnFSG_2023-03-02-08.30-2-181.jpg,-0.004103124,7.559359e-05,-0.0028981492,0.002431333,1.001591,-0.0014161319
TN_UnFSG_2023-03-02-08.30-2-186.jpg,-0.002698727,-0.0012954883,0.9795219,0.0023174733,-0.0024450645,0.019255243
TN_UnFSG_2023-03-02-08.30-2-206.jpg,0.99534327,0.0051871426,-0.005875662,0.0012179166,0.006040074,-0.0027624592
TN_UnFSG_2023-03-02-08.30-2-31.jpg,-0.0062671974,-0.0021392405,-8.624792e-05,0.021668717,-0.0006969273,0.9915829
TN_UnFSG_2023-03-02-08.30-2-61.jpg,0.9967578,0.003408391,-0.005370617,0.0031463355,0.0055872574,-0.0037039593
TN_UnFSG_2023-03-03-09.00-1-116.jpg,-0.006813638,-0.0019742064,0.99117464,0.0013191402,0.009237863,0.0007808283
TN_UnFSG_2023-03-03-09.00-1-121.jpg,0.013181023,0.0111532025,0.0015834495,-0.007816687,0.975964,-0.017134167
TN_UnFSG_2023-03-03-09.00-1-136.jpg,0.99739164,0.0019377656,-0.0058270097,0.00446938,0.0055104867,-0.0043117777
TN_UnFSG_2023-03-03-09.00-1-151.jpg,-0.004267141,0.0003646165,-0.0026285946,0.0022762865,1.0013783,-0.0011221468
TN_UnFSG_2023-03-03-09.00-1-186.jpg,-0.001296334,-0.00078014657,0.9884,0.0048101693,0.009244852,-0.0014644265
TN_UnFSG_2023-03-03-09.00-1-196.jpg,-0.0017403141,-0.0007186048,-0.0014390945,1.002748,0.0018796399,-0.0051119104
TN_UnFSG_2023-03-03-09.00-1-21.jpg,-0.0009191707,0.00048789755,-0.004556425,0.99935675,0.0037377626,-0.0013212785
TN_UnFSG_2023-03-03-09.00-1-46.jpg,-0.0050410107,0.0017284043,-0.0013567507,0.0015446395,1.0003742,0.00026468933
TN_UnFSG_2023-03-03-09.00-1-56.jpg,0.0018620752,0.0029927008,0.0075476617,-0.0046260953,1.0029465,-0.01790259
TN_UnFSG_2023-03-03-09.00-1-6.jpg,-0.0038326718,0.003102433,-0.011080891,0.0129535645,0.022300214,0.9902073
TN_UnFSG_2023-03-03-09.00-1-81.jpg,-0.0016766861,0.9983412,-0.0051662326,0.0038999468,0.0012670383,-0.0068476275
TN_UnFSG_2023-03-03-09.00-1-96.jpg,-0.0036429316,0.002002675,-0.0008299276,0.0038238019,1.0015819,-0.00078900903
TN_UnFSG_2023-03-03-09.00-2-11.jpg,0.004540883,0.0010252483,-0.00033594668,0.9877664,0.008216478,-0.005647905
TN_UnFSG_2023-03-03-09.00-2-136.jpg,-0.0014721751,-0.00063342974,1.0001972,0.00018061697,0.014267631,-0.017524548
TN_UnFSG_2023-03-03-09.00-2-161.jpg,-0.0059397295,-0.008982129,0.0009317398,0.0181465,0.00081788003,0.9999873
TN_UnFSG_2023-03-03-09.00-2-216.jpg,1.1688383,-0.04591209,0.09742397,-0.14265876,-0.043461375,0.02247139
TN_UnFSG_2023-03-03-09.00-2-221.jpg,-0.0026685223,-0.0005099736,0.98907745,0.0030097514,0.008552082,0.0020832494
TN_UnFSG_2023-03-03-09.00-2-256.jpg,0.0010764524,-0.0030190013,-0.003106743,1.001561,0.003039278,-0.0035516098
TN_UnFSG_2023-03-03-09.00-2-261.jpg,0.008909546,-0.005534988,-0.00025624037,1.0012288,0.0012425557,-0.008857913
TN_UnFSG_2023-03-03-09.00-2-286.jpg,-0.00085990503,-0.003222242,0.14860544,-0.016127676,0.0029729083,0.88778454
TN_UnFSG_2023-03-03-09.00-2-291.jpg,0.0099216215,0.00095625594,0.9650516,0.026737764,-0.0023471192,-0.0062640384
TN_UnFSG_2023-03-03-09.00-2-301.jpg,0.99547654,0.004543621,-0.0050661266,0.0039689094,0.0073767975,-0.002475135
TN_UnFSG_2023-03-03-09.00-2-306.jpg,-0.0010259226,0.99943703,-0.0037495196,0.0066878945,0.0015025809,-0.0059789196
TN_UnFSG_2023-03-03-09.00-2-51.jpg,-0.005455561,0.001907479,-0.0012785494,0.0011501759,0.9998624,0.0012706295
TN_UnFSG_2023-03-03-09.00-2-61.jpg,-0.0005332604,-0.0008431487,-0.0002862364,0.9940749,0.009664215,-0.0033054128
TN_UnFSG_2023-03-08-08.30-1-101.jpg,-0.00036985427,-0.0008010231,-0.0022502765,0.9986674,0.006027125,-0.003950499
TN_UnFSG_2023-03-08-08.30-1-126.jpg,-0.0020656362,-0.0014456175,-0.002151385,1.0012153,0.00083170086,-0.0030371323
TN_UnFSG_2023-03-08-08.30-1-156.jpg,-0.004800305,0.0017013736,-0.0001373142,0.001209423,1.000816,0.0018594041
TN_UnFSG_2023-03-08-08.30-1-16.jpg,0.99650055,0.005095739,-0.0069437623,-0.002958849,0.0026910678,-0.0039042905
TN_UnFSG_2023-03-08-08.30-1-166.jpg,-0.00060421973,-0.00234228,-0.002864115,1.00252,0.0027029887,-0.0024086311
TN_UnFSG_2023-03-08-08.30-1-201.jpg,-0.007534288,-0.0014254227,0.0022127032,0.020778224,-0.0023985207,0.98933804
TN_UnFSG_2023-03-08-08.30-1-216.jpg,-0.0055563003,-0.0008806214,-0.003100872,0.0067353696,0.0068251863,0.994473
TN_UnFSG_2023-03-08-08.30-1-226.jpg,-0.0010208562,0.00017485023,0.9878199,0.0049531907,0.008896418,-0.0015115067
TN_UnFSG_2023-03-08-08.30-1-236.jpg,-0.004908733,0.0014953203,-0.0015741438,0.0016696602,1.0005457,2.770871e-05
TN_UnFSG_2023-03-08-08.30-1-241.jpg,-0.010454819,-0.0025793836,0.9929354,-0.0012186766,0.0070532635,0.0025663823
TN_UnFSG_2023-03-08-08.30-1-26.jpg,0.0003434047,-0.00011360273,0.0021621957,1.0053432,0.0020570233,-0.0149765685
TN_UnFSG_2023-03-08-08.30-1-266.jpg,-0.0038314313,-0.00046976283,-0.004422404,0.0031885356,1.0022151,-0.0020175278
TN_UnFSG_2023-03-08-08.30-1-36.jpg,-0.0018108822,0.0014538057,-0.00736703,0.008250102,0.0059525818,0.9884336
TN_UnFSG_2023-03-08-08.30-1-41.jpg,-0.0089555755,-0.00081449375,0.002883315,0.018854186,-0.001907669,0.9887872
TN_UnFSG_2023-03-08-08.30-1-56.jpg,0.13131711,0.83396035,0.023784444,0.04075969,0.015893549,0.0014283732
TN_UnFSG_2023-03-08-08.30-1-66.jpg,-0.0050987825,-0.0019858815,-0.0009403527,0.012991115,0.0067578033,0.98819196
TN_UnFSG_2023-03-08-08.30-1-76.jpg,-0.0018986836,0.999323,0.0013321489,0.004183963,0.0046542957,-0.002635248
TN_UnFSG_2023-03-08-08.30-1-86.jpg,0.99601585,0.004038144,-0.0051079392,0.0037686676,0.006689854,-0.0030487254
TN_UnFSG_2023-03-08-08.30-1-96.jpg,0.99621826,0.0029574223,-0.00542143,0.0053950995,0.0072287098,-0.0032636896
TN_UnFSG_2023-03-08-08.30-1.jpg,-0.003707625,-0.0032958798,-0.0011355802,1.0008385,0.0042154863,-0.00305105
TN_UnFSG_2023-03-09-09.00-1-106.jpg,-0.0006477162,0.0007777475,0.9866706,0.004033193,0.008448817,0.0007265359
TN_UnFSG_2023-03-09-09.00-1-11.jpg,-0.016862005,-0.0013133325,0.006243594,1.0027015,0.0081311315,-0.011256464
TN_UnFSG_2023-03-09-09.00-1-131.jpg,1.0001705,0.0031379946,-0.008945435,0.01296632,0.008701451,-0.0049466267
TN_UnFSG_2023-03-09-09.00-1-136.jpg,-0.003502287,1.0017536,-0.0004916191,0.0064412504,0.0009749308,-0.00610923
TN_UnFSG_2023-03-09-09.00-1-151.jpg,-0.0043458715,0.0046238936,-0.0043481886,0.0038328618,0.9965926,-0.0028559044
TN_UnFSG_2023-03-09-09.00-1-191.jpg,-0.00012362748,0.0011424832,0.9860911,0.0043776184,0.008204363,3.7699938e-05
TN_UnFSG_2023-03-09-09.00-1-276.jpg,-0.0076571032,-0.0006275922,-0.00056087226,1.0089303,0.0017674491,-0.010251649
TN_UnFSG_2023-03-09-09.00-1-31.jpg,-0.005217463,0.0017581172,-0.0008122027,0.0011623949,1.0002153,0.001288332
TN_UnFSG_2023-03-09-09.00-1-36.jpg,0.036828324,0.013049468,0.90653086,-0.021808729,0.08029367,-0.0018330887
TN_UnFSG_2023-03-09-09.00-2-101.jpg,-0.004872963,0.001432281,-0.0016329288,0.0017035156,1.0005922,-3.6366284e-05
TN_UnFSG_2023-03-09-09.00-2-151.jpg,-0.0023256168,-0.006261587,0.9759686,-0.023337528,0.015702523,0.027378969
TN_UnFSG_2023-03-09-09.00-2-21.jpg,0.9959318,0.0051286705,-0.0050406903,0.0014255792,0.0056473985,-0.0030039325
TN_UnFSG_2023-03-09-09.00-2-86.jpg,0.000983201,0.0008950718,0.0055161715,0.99596256,0.0053474978,-0.013780899
TN_UnFSG_2023-03-09-09.00-2-91.jpg,-0.007789165,-0.0010984503,0.00101313,0.01570414,-0.00051689893,0.9898197
TN_UN_2023-03-06-09.00-1-116.jpg,-0.0054189004,-0.0018535107,0.0048890114,0.021626398,0.002540037,0.9831836
TN_UN_2023-03-06-09.00-1-141.jpg,-0.002540581,0.003044229,-0.005378291,0.006262377,0.9990931,-0.0059163943
TN_UN_2023-03-06-09.00-1-176.jpg,-0.009879634,-0.0026873723,0.99262476,-0.002248153,0.00990539,0.0012179166
TN_UN_2023-03-06-09.00-1-21.jpg,-0.0040030256,-0.00010078028,-0.0030625686,0.00252603,1.0017209,-0.001595445
TN_UN_2023-03-06-09.00-1-286.jpg,-0.0019792095,-7.0717186e-05,0.9882566,0.0033587068,0.008516841,0.0016204938
TN_UN_2023-03-06-09.00-1-46.jpg,-0.0101214275,-0.00271184,0.9927245,-0.0022844523,0.00952258,0.0014444664
TN_UN_2023-03-06-09.00-1-51.jpg,-0.00034006685,0.0009869076,0.98632324,0.0042226166,0.008340307,0.00037635863
TN_UN_2023-03-06-09.00-1-71.jpg,-0.00019664317,-0.0007337071,-0.0042017326,0.9996694,0.003653489,-0.0023046806
TN_UN_2023-03-06-09.00-1-96.jpg,-0.0014245883,0.99738324,-0.0059157014,0.0020977855,0.00033003837,-0.007036753
TN_UN_2023-03-06-09.00-2-11.jpg,-0.0050874874,0.0016716532,-0.000567019,0.0011693686,1.0004117,0.001306206
TN_UN_2023-03-06-09.00-2-116.jpg,-0.0033013,-0.00240561,0.001515016,1.0004984,0.0060883835,-0.006623216
TN_UN_2023-03-06-09.00-2-126.jpg,-0.0027324557,0.9961265,-0.0013456941,0.00018070638,0.005718209,-0.0034827664
TN_UN_2023-03-06-09.00-2-151.jpg,-0.0003234446,0.000998836,0.9863054,0.0042345375,0.008329891,0.00035039335
TN_UN_2023-03-06-09.00-2-176.jpg,0.9972117,0.002393175,-0.0041133314,0.010054871,0.004610397,-1.7352402e-05
TN_UN_2023-03-06-09.00-2-191.jpg,1.00103,0.008133311,-0.0079254955,0.007347569,0.015612073,-0.010480739
TN_UN_2023-03-06-09.00-2-211.jpg,0.99942225,0.0033523627,-0.0025870055,0.007433042,-9.831041e-05,-0.0004395023
TN_UN_2023-03-06-09.00-2-31.jpg,-0.0029867664,-0.002373647,-0.0014630407,1.0017788,0.0035843626,-0.003751792
TN_UN_2023-03-06-09.00-2-66.jpg,0.9949191,0.0020104535,-0.0075942874,0.0065959543,0.007249959,-0.0013277307
TN_UN_2023-03-06-09.00-2-71.jpg,-0.004146874,-0.0017274469,-0.010365203,0.008104727,0.9979477,-0.002329953
TN_UN_2023-03-06-09.00-2-76.jpg,-0.0046273842,0.0009995364,-0.002036512,0.0019356757,1.0009106,-0.00047644228
TN_UN_2023-03-06-09.00-2.jpg,-0.005756557,-0.0021743737,-0.0033617169,0.014394864,0.0023451746,0.9934536
TN_UN_2023-03-11-08.00-1-1.jpg,-0.005705461,-0.0003994219,-0.0023838952,0.0059110075,0.0062226728,0.995254
TN_UN_2023-03-11-08.00-1-131.jpg,0.00041588396,3.3367425e-05,0.002392009,0.994535,0.008096404,-0.00818897
TN_UN_2023-03-11-08.00-1-151.jpg,-0.0006731525,1.0011321,-0.0038385242,0.01197432,0.0040871575,-0.0017969087
TN_UN_2023-03-11-08.00-1-171.jpg,-0.0071024075,-0.002115287,0.99132466,0.00068581104,0.009354614,0.0009673983
TN_UN_2023-03-11-08.00-1-186.jpg,-0.006720118,-0.000986971,-0.00627736,0.008271962,1.0004524,-0.0027560964
TN_UN_2023-03-11-08.00-1-196.jpg,-0.004990965,0.0017630197,0.9915683,0.006812051,-0.0005713776,0.001075007
TN_UN_2023-03-11-08.00-1-211.jpg,-0.0053587556,-0.001534123,-0.0010089278,0.011756465,0.0042391494,0.99054587
TN_UN_2023-03-11-08.00-1-241.jpg,0.99775285,0.001461912,-0.0057328343,0.0074195713,0.0053157285,-0.0013007894
TN_UN_2023-03-11-08.00-1-246.jpg,0.0032659397,0.0014955588,0.004495889,0.9923275,0.0062269345,-0.013112403
TN_UN_2023-03-11-08.00-1-6.jpg,1.0032132,0.0056148954,-0.006898552,-0.0019480139,0.016822584,-0.012278207
TN_UN_2023-03-11-08.00-1-76.jpg,0.99950534,0.0019872077,-0.0057936907,0.008262023,0.0023815408,0.0020972416
TN_UN_2023-03-11-08.00-1-81.jpg,-0.005575098,-0.00021426752,-0.00170362,0.0052761585,0.008038864,0.9943735
TN_Good_2023-03-21-08.30-1-113.jpg,-0.0043346286,0.00048364326,-0.0025176033,0.00221245,1.0012907,-0.0010011345
TN_Good_2023-03-21-08.30-1-64.jpg,-0.0028804615,0.0006432347,-0.003799066,1.0029814,0.0020080134,0.0008075461
TN_Good_2023-03-21-08.30-1-85.jpg,0.007496204,0.0038053691,0.0051773563,-0.009546846,1.0059776,-0.0005053356
TN_Good_2023-03-21-08.30-2-105.jpg,-0.0027892068,-0.0019440316,0.9896343,0.0043429285,0.009529166,-0.00085075945
TN_Good_2023-03-21-08.30-2-161.jpg,0.0036859438,0.9957388,-0.009310961,0.00770019,0.0016772151,-0.00608737
TN_Good_2023-03-21-08.30-2-169.jpg,-0.0010280386,-0.002443593,-0.00086581707,0.99826705,0.007436745,-0.0029802993
TN_Good_2023-03-21-08.30-2-17.jpg,0.99584633,0.004431892,-0.0050163865,0.0033838302,0.0066965595,-0.0028680637
TN_Good_2023-03-21-08.30-2-177.jpg,0.9968025,0.0024476536,-0.005527884,0.005034074,0.0064188614,-0.0038414076
TN_Good_2023-03-21-08.30-2-201.jpg,0.9970556,0.002833683,-0.005568266,0.0035230964,0.005436577,-0.003977068
TN_Good_2023-03-21-08.30-2-209.jpg,-0.0057373643,-0.0026281588,0.006984055,0.013359174,0.002334386,0.98248094
TN_Good_2023-03-21-08.30-2-217.jpg,-0.0016216412,1.0007998,-0.0047028363,0.0077762455,0.0010684654,-0.007315479
TN_Good_2023-03-21-08.30-2-225.jpg,-0.0036291182,0.001403626,0.9824402,0.0013335496,0.01011505,0.0018355697
TN_Good_2023-03-21-08.30-2-41.jpg,-0.0045471266,0.0019634143,-0.0010282248,0.0023980588,1.0007703,-3.4295022e-05
TN_Good_2023-03-21-08.30-2-49.jpg,-0.0001341477,0.99969256,-0.004444033,0.0034227073,-0.0005122945,-0.0029203668
TN_Good_2023-03-21-08.30-2-81.jpg,0.9961302,0.0045820065,-0.0048140436,0.0044497102,0.0068371072,-0.0021711066
MH_UH_2023-02-02- 09.30-1-15.jpg,-0.0052846335,-0.0013385043,-0.00073355436,0.011489138,0.006328292,0.99060094
MH_UH_2023-02-02- 09.30-1-22.jpg,0.0063831434,-0.0035043173,-0.0049622804,1.0024213,-0.0013493001,-0.0025323704
MH_UH_2023-02-02- 09.30-1-23.jpg,-0.0052562132,0.0018624105,-0.0012859702,0.00134556,1.0001053,0.0007522851
MH_UH_2023-02-02- 09.30-1-33.jpg,-0.0060693435,-0.00048835576,-0.0026201084,0.0055619627,0.00890623,0.9931388
MH_UH_2023-02-02- 09.30-1-37.jpg,-0.0047373846,0.0011933371,-0.0018557236,0.0018317252,1.0007681,-0.00027937442
MH_UH_2023-02-02- 09.30-1-39.jpg,-0.0011707321,0.00041455775,-0.00010976195,0.9982937,0.0076234415,-0.006029688
MH_UH_2023-02-02- 09.30-1-41.jpg,-0.0019009113,-0.0020111091,-0.00466533,0.00921075,0.0100784525,0.9943037
MH_UH_2023-02-02- 09.30-1-42.jpg,-0.0043610707,-0.0038383119,-0.00029360503,1.0018802,0.009978376,-0.002502121
MH_UH_2023-02-02- 09.30-1-49.jpg,-9.999424e-05,0.0011541173,0.98606765,0.0042849034,0.008336566,-0.0002547428
MH_UH_2023-02-02- 09.30-1-50.jpg,-0.004131712,-0.0022777133,0.0007714927,0.9996168,0.0099824,-0.0038339868
MH_UH_2023-02-02- 09.30-1-55.jpg,-0.002990581,0.9993175,0.0008119941,0.005444512,0.0053173676,-0.004025735
MH_UH_2023-02-02- 09.30-1-71.jpg,-0.0015991256,0.999945,-0.0037747622,0.0076378435,0.0022878572,-0.006310351
MH_UH_2023-02-02- 09.30-1-73.jpg,-0.00058246404,-0.00101218,-0.0038092881,1.0007607,0.0032333285,-0.0020084009
MH_UH_2023-02-02- 09.30-1-74.jpg,0.9959218,0.0051411577,-0.0054195523,0.0007687062,0.0052857473,-0.0031093732
MH_UH_2023-02-02- 09.30-1-83.jpg,-0.0052874163,0.001870323,-0.00128901,0.0013170093,1.0000665,0.0008278191
MH_UH_2023-02-02- 09.30-1-88.jpg,-0.0019005314,-0.0010184757,-0.003132172,1.003269,0.0021620765,-0.0006963685
MH_UH_2023-02-02- 09.30-1-89.jpg,-0.0048533157,-0.0019963868,0.0008943975,0.013954863,0.0049164966,0.98584837
MH_UH_2023-02-02- 09.30-1-9.jpg,-0.006225452,0.00036725774,-0.0019832402,1.005285,0.0030036047,-0.010210656
MH_UH_2023-02-02- 09.30-1-92.jpg,-0.0016425401,0.0042043515,0.98656213,-0.0030346662,0.008115627,0.0052299723
MH_UH_2023-02-02- 09.30-1-93.jpg,0.99588186,0.004395563,-0.007414028,-0.0016027838,0.0037005022,-0.0033031926
MH_UH_2023-02-02- 09.30-1-96.jpg,-0.0022246912,-0.0011536293,-0.0017056838,1.0025682,0.003461711,-0.004356973
MH_UH_2023-02-02- 09.30-1-97.jpg,-0.0054352805,0.0018947236,-0.0012387335,0.0011511594,0.99989253,0.0012722537
MH_UH_2023-02-03- 09.30-1-12.jpg,0.9978325,0.00018145517,-0.005242139,0.008241639,0.0028470233,0.0040912256
MH_UH_2023-02-03- 09.30-1-13.jpg,-0.009226471,0.0015603937,0.0023434907,1.0086179,0.005727507,-0.010001563
MH_UH_2023-02-03- 09.30-1-17.jpg,-0.0015550032,-0.0012012236,-0.003179431,0.999731,-0.0020609275,-0.0010664538
MH_UH_2023-02-03- 09.30-1-30.jpg,0.9972314,0.00094728544,-0.0079322755,0.0077878684,0.0077672973,-0.0038429573
MH_UH_2023-02-03- 09.30-1-31.jpg,-0.0020530596,-0.0009218268,0.0030183792,0.9988806,0.0054622665,-0.008668967
MH_UH_2023-02-03- 09.30-1-4.jpg,0.00022445619,0.0013928264,0.9857164,0.004627064,0.007986926,-0.0005050674
MH_UH_2023-02-03- 09.30-1-42.jpg,-0.003359057,-0.002089616,0.0033015907,1.0010135,0.008121081,-0.009210564
MH_UH_2023-02-03- 09.30-1-48.jpg,-0.005419977,0.0018851049,-0.0012086779,0.0011519939,0.9999149,0.0012732074
MH_UH_2023-02-03- 09.30-1-50.jpg,-0.0039955303,0.99392116,-0.0117997825,0.0007059723,0.0024141744,-0.0016170815
MH_UH_2023-02-03- 09.30-1-53.jpg,-0.0014085546,-0.00045381114,0.0023558438,0.9977041,0.0035856888,-0.0076463595
MH_UH_2023-02-03- 09.30-1-54.jpg,0.040472664,0.02078196,0.67849433,0.16247724,0.06032134,0.05459114
MH_UH_2023-02-03- 09.30-1-63.jpg,1.1383386,-0.046135467,0.07426113,-0.113003984,-0.01843419,0.01216843
MH_UH_2023-02-03- 09.30-1-69.jpg,-0.004327476,0.00033527613,-0.00334052,0.001961574,1.0011815,0.0029053092
MH_UH_2023-02-03- 09.30-1-75.jpg,-0.0062190443,-0.0005201362,-0.001308769,0.010346398,0.0028816238,0.9952836
MH_UH_2023-02-03- 09.30-1-89.jpg,-0.0045511276,-0.0016836077,0.9903615,0.003896132,0.009223722,-0.00015010685
MH_UH_2023-02-10-14.30-1-103.jpg,-0.005059719,-0.0005274601,-0.00936792,0.00094242394,0.99880916,0.012103297
MH_UH_2023-02-10-14.30-1-16.jpg,-0.0012842938,-0.00074300915,0.98837745,0.004816875,0.009230398,-0.001468353
MH_UH_2023-02-10-14.30-1-20.jpg,-0.00078947097,-0.002131451,0.9885399,0.008513913,0.005627699,-0.00048221648
MH_UH_2023-02-10-14.30-1-25.jpg,-0.0031998642,0.0020670258,-0.004836984,0.0036090314,1.0065949,0.0027583167
MH_UH_2023-02-10-14.30-1-26.jpg,0.9966673,0.0048149414,-0.005131051,0.0004479736,0.004426576,-0.0034859255
MH_UH_2023-02-10-14.30-1-27.jpg,0.0014167503,0.99613845,-0.003475152,0.0036566406,0.00019615144,-0.0052058473
MH_UH_2023-02-10-14.30-1-28.jpg,-0.001737155,-0.008630678,0.9669836,0.05165626,-9.8235905e-05,-0.007969119
MH_UH_2023-02-10-14.30-1-30.jpg,-0.0046059713,-0.0006605424,-0.0028355122,0.013004914,0.0103709325,0.98544675
MH_UH_2023-02-10-14.30-1-32.jpg,0.002342455,1.0032549,0.0026337206,0.016531661,0.0024413094,-0.009376906
MH_UH_2023-02-10-14.30-1-33.jpg,-0.009271864,0.0025144778,-0.0016365945,0.022529528,0.014081098,0.97419643
MH_UH_2023-02-10-14.30-1-36.jpg,-0.0007756725,-0.00014770404,-0.0032305494,0.9991617,0.005019836,-0.0025462583
MH_UH_2023-02-10-14.30-1-48.jpg,1.002022,0.0014831312,-0.004122436,0.00962089,0.00070599467,0.0035361424
MH_UH_2023-02-10-14.30-1-54.jpg,-0.002075024,-0.0027953498,-0.0018213764,1.0045388,0.0025121197,-0.0054858252
MH_UH_2023-02-10-14.30-1-59.jpg,0.99983793,0.0029803999,-0.004059136,0.009397313,-0.004407637,0.0024398193
MH_UH_2023-02-10-14.30-1-66.jpg,-0.0048656836,0.0015137009,-0.00016857684,0.0011817664,1.0007571,0.0013537928
MH_UH_2023-02-10-14.30-1-7.jpg,-0.007997595,-0.002305232,0.99174505,-0.00028194487,0.009536423,0.0010593608
MH_UH_2023-02-10-14.30-1-82.jpg,-0.0027222112,0.0030356906,0.0037950277,0.015961573,0.0018177629,0.98387504
MH_UH_2023-02-10-14.30-1-9.jpg,0.99803084,0.004426975,-0.00092476606,0.00488548,-0.0021913275,-0.0027266815
MH_UH_2023-02-10-14.30-1-91.jpg,-0.0010622367,0.0005136244,0.9871643,0.0038232058,0.0084699765,0.0010048449
MH_UH_2023-02-10-14.30-1-92.jpg,0.0032291338,0.002417244,0.9867481,0.0027798563,0.009247921,-0.00058906525
MH_UH_2023-02-10-14.30-1-96.jpg,0.99621874,0.0038593896,-0.0051199496,0.0036724657,0.006422229,-0.0032640174
MH_UH_2023-02-11-03.30-2.jpg,0.0041272566,1.0005803,0.0044539273,0.0017403811,0.0094766095,-0.0045749024
MH_UH_2023-02-11-03.30-1-13.jpg,-0.00068146735,-0.00031061098,-0.003010407,0.9990733,0.0052613243,-0.0028340966
MH_UH_2023-02-11-03.30-1-15.jpg,-0.0013179705,0.99792236,-0.0056951344,0.0027239472,0.0010389015,-0.007225193
MH_UH_2023-02-11-03.30-1-18.jpg,1.0013266,0.0027305372,-0.0050811023,0.0074245483,0.00077911466,0.0023884699
MH_UH_2023-02-11-03.30-1-26.jpg,-0.0004740134,0.99725646,-0.00046014786,0.009378225,0.0052550286,-0.0031295791
MH_UH_2023-02-11-03.30-1-38.jpg,-0.0042765886,0.000381317,-0.0026130304,0.0022673607,1.001366,-0.0011052191
MH_UH_2023-02-11-03.30-1-4.jpg,0.0047633722,-0.0020057373,-0.0011202395,1.0018969,0.0034168884,-0.008395262
MH_UH_2023-02-11-03.30-1-42.jpg,-0.00437665,0.0004563257,-0.0030541047,0.0019803494,1.0011479,0.0019996464
MH_UH_2023-02-11-03.30-1-43.jpg,-0.0039732233,0.99871486,-0.010009885,0.011689916,0.0017452985,0.00079681724
MH_UH_2023-02-11-03.30-1-7.jpg,0.010191701,-0.0041631423,0.0005521253,1.000168,0.0012359098,-0.013591297
MH_UH_2023-02-11-03.30-1-9.jpg,1.0045964,-0.02649327,-0.00043865293,-0.048131987,-0.01616729,0.0531827
MH_UH_2023-02-11-03.30-2-10.jpg,-0.00058618933,-0.00088010356,-0.00037106872,0.9940937,0.009716637,-0.003151305
MH_UH_2023-02-11-03.30-2-14.jpg,0.99649924,0.0044790693,-0.0051160455,0.0016169399,0.005155869,-0.0034046844
MH_UH_2023-02-11-03.30-2-19.jpg,-0.0023521334,-0.002008643,0.9894539,0.0044537634,0.009604938,-0.0010245666
MH_UH_2023-02-11-03.30-2-25.jpg,0.005106516,-0.002295103,-0.002025172,1.0013351,0.004918009,-0.006442435
MH_UH_2023-02-11-03.30-2-27.jpg,-0.001224257,1.0002989,-0.0038354397,0.008098707,0.0029243305,-0.006324239
MH_UH_2023-02-11-03.30-2-3.jpg,0.0024571046,-0.0022453628,0.0025189966,0.99982196,0.0024411753,-0.011897959
MH_UH_2023-02-11-03.30-2-31.jpg,-0.0010905936,0.9999823,-0.0020630658,0.0067276806,0.0026729628,-0.0047191456
MH_UH_2023-02-11-03.30-2-51.jpg,-0.004357606,0.0011519007,0.0007442534,0.0012103766,1.0015472,0.0014627799
MH_UH_2023-02-11-03.30-2-54.jpg,-0.0047665164,0.0012446828,-0.001807861,0.0018040687,1.0007303,-0.00022717565
MH_UH_2023-02-11-03.30-2-58.jpg,-0.0006040111,1.0000815,-0.0034752488,0.0068444163,0.001017876,-0.0061602667
MH_UH_2023-02-11-03.30-2-62.jpg,-0.0031192228,0.0029349886,0.98431665,-0.0022925586,0.0107234195,0.005284749
MH_UH_2023-02-11-03.30-2-63.jpg,0.9855271,0.0040082,-0.0042841285,0.015797198,-0.010071248,0.009175338
MH_UH_2023-02-14-11.30-6.jpg,-0.0025862157,0.0036118925,0.99104005,0.008973271,-0.0015918538,-0.000834845
MH_UH_2023-02-14-11.30-1-19.jpg,-0.00012820214,0.0011391826,0.9860959,0.00437434,0.008207224,4.4845045e-05
MH_UH_2023-02-14-11.30-1-26.jpg,-0.00534714,-0.0020862333,-0.0014742911,0.01526694,0.0047227144,0.990602
MH_UH_2023-02-14-11.30-1-3.jpg,0.9959493,0.00328793,-0.005374372,0.005344823,0.0075008944,-0.002977766
MH_UH_2023-02-14-11.30-1-30.jpg,-0.0022445694,-0.0012486838,-0.0011144578,1.002962,0.0032764599,-0.005375959
MH_UH_2023-02-14-11.30-1-32.jpg,-0.0017507896,1.0001677,-0.0032618046,0.007820472,0.002746351,-0.006043203
MH_UH_2023-02-14-11.30-1-33.jpg,-0.0046980605,0.0011240207,-0.0019203499,0.0018689185,1.0008191,-0.0003498271
MH_UH_2023-02-14-11.30-1-36.jpg,-0.004187666,0.00022683293,-0.002826251,0.003324017,1.0023792,-0.0011776164
